시도,시군구,읍면동,리,지번,위도(도),위도(분),위도(초),경도(도),경도(분),경도(초),소유별,취약지역지정사유,데이터기준일
경상북도,문경시,산북면,석봉리,969-1구,36,43,26.222,128,12,20.86,사유림,"계안의 침식으로 인한 토사유출이 진행중이고, 다수의 전도목이 관찰되며계류내 일부구간에 돌, 전석 등의 퇴적물이 관찰되어 집중호우시 하부의 피해가 우려됨.",2025-12-29
경상북도,문경시,산북면,소야리,산45임,36,43,55.704,128,16,25.931,사유림,"일부구간 계안에 마사암 풍화와 침식으로 인한 토사유출이 진행중이고, 다수의 구간 계상에 돌, 전석 등의 퇴적물이 관찰되어 집중호우시 하부 인가의 피해가 우려됨.",2025-12-29
경상북도,문경시,산북면,거산리,산81임,36,44,4.271,128,14,51.36,사유림,"계류내 일부구간 계안 침식으로 인한 토사유출이 진행중이고, 계상에 간헐적으로 전석이 관찰되며, 일부구간의 계류의 형태가 희미해 월류가능성이 존재하여 집중호우시 하부 인가의 피해가 우려됨.",2025-12-29
경상북도,문경시,산북면,거산리,산106임,36,43,59.707,128,14,27.245,사유림,"계류내 일부구간에 침식으로 인한 토사유출이 진행중이며, 계상에 다수의 돌, 전석 등의 퇴적물이 관찰되어 집중호우시 하부의 피해가 우려됨.",2025-12-29
경상북도,문경시,산북면,호암리,산55임,36,45,48.771,128,14,32.501,사유림,"계류내 일부구간의 침식지가 관찰되며, 이로인한 수목의 뿌리노출이 발생하고 있으며, 다수의 구간에 돌, 전석 등의 퇴적물이 관찰되어 집중호우시 하부 인가의 피해가 우려됨.",2025-12-29
경상북도,문경시,산북면,창구리,산8임,36,45,56.089,128,14,52.789,사유림,"과거 토사 유출로 인한 피해 이력이 있으며, 계안의 다수의 구간 계안에서 침식이 진행중이고, 일부구간 퇴적으로 인한 물길이 불안정하며, 수목의 전도로 인한 통수 방해 구간이 존재함.",2025-12-29
경상북도,문경시,산북면,가좌리,산66-5임,36,46,41.658,128,13,53.521,사유림,"침식지가 넓은 구간에 관찰되고, 운재로 개설로 인한 붕괴지가 관찰되는 등 토사유출이 상당히 진행중인 계류임.",2025-12-29
경상북도,문경시,동로면,노은리,산108임,36,46,32.049,128,17,1.126,사유림,과거 주택 배후 소골에서 토사유출로 인한 피해이력이 있음,2025-12-29
경상북도,문경시,동로면,생달리,산74-1임,36,48,57.296,128,15,48.11,사유림,"암반사면 내 절리방향이 직각방향으로 불리하고, 사면내 일부 이완암이 관찰되어 낙석이 우려됨.",2025-12-29
경상북도,문경시,동로면,생달리,산8-1임,36,48,51.872,128,15,45.103,사유림,"도로부 절취사면 하부 토사유출과 소규모 낙석이 관찰되며, 일부 뜬돌이 관찰됨.",2025-12-29
경상북도,문경시,문경읍,팔영리,산238임,36,45,18.477,128,7,58.861,사유림,"계류의 종단물매가 급하고, 계폭이 좁고, 계상이 낮아 월류가능성이 존재하여 하부 경작지와 인가의 피해가 우려됨.",2025-12-29
경상북도,문경시,문경읍,당포리,산21-1임,36,45,14.514,128,9,53.297,사유림,"계류의 종단물매가 매우 급하고, 계상에 상당량의 전석이 존재하여 집중호우시 하부 인가의 피해가 우려됨.",2025-12-29
경상북도,문경시,문경읍,당포리,산121임,36,45,18.193,128,8,59.228,사유림,일부구간 사면하부에 암반의 균열과 뜬돌이 관찰됨.,2025-12-29
경상북도,문경시,문경읍,당포리,산123임,36,45,22.315,128,9,3.812,사유림,"계류의 종단물매가 급하고, 계류내 다수의 구간에 돌, 전석 등의 퇴적물이 존재하여 집중호우시 하부 인가의 피해가 우려됨.",2025-12-29
경상북도,문경시,마성면,상내리,산76임,36,41,7.794,128,4,10.938,사유림,"도로 절취부 사면내 이완암이 다수 관찰되고, 도로부 낙석의 펜션 피해이력이 다수 존재함.",2025-12-29
경상북도,문경시,마성면,상내리,산68임,36,41,49.521,128,4,18.164,사유림,"계류의 유역규모가 크고, 종단물매가 급하며, 계상에 다량의 전석 등의 퇴적물이 존재하여 집중호우시 하부 인가의 피해가 우려됨.",2025-12-29
경상북도,문경시,마성면,하내리,산228임,36,39,8.931,128,4,39.059,사유림,"계류의 종단물매가 급하고, 수목의 전도가 일부 관찰되고, 일부구간 계안의 침식으로 인한 토사유출이 진행중이며, 계상에 돌, 전석 등의 퇴적물이 존재하여 집중호우시 하부의 피해가 우려됨.",2025-12-29
경상북도,문경시,가은읍,왕능리,산20임,36,38,45.504,128,4,19.01,사유림,"계류내 전석이 간헐적으로 존재하고 계폭이 좁고 낮으며, 일부구간 계상에 전석이 다수 존재함.",2025-12-29
경상북도,문경시,가은읍,하괴리,968구,36,39,54.442,128,2,38.426,사유림,"계류의 종단물매가 급하고, 계류내 수목전도가 다수 관찰되며, 계상에 다수의 자갈, 돌 등이 퇴적되어 있고, 일부구간 계상이 낮아 월류가능성이 존재함.",2025-12-29
경상북도,문경시,가은읍,하괴리,산67임,36,39,44.178,128,2,25.682,사유림,"계류내 일부구간 계안의 침식지가 관찰되고, 다수의 구간 계상에 토석 퇴적물이 존재하여 집중호우시 하부 인가의 피해가 우려됨.",2025-12-29
경상북도,문경시,가은읍,원북리,595구,36,41,33.452,128,1,8.583,사유림,"계류의 유역규모가 크고, 종단물매가 급하며, 계류내 상당량의 전석이 존재하여 집중호우시 하부 인가의 피해가 우려됨.",2025-12-29
경상북도,문경시,가은읍,원북리,산1-1임,36,41,39.018,128,1,9.832,사유림,"계류의 종단물매가 급하고, 일부구간 계상에 전석이 관찰되며, 계안의 침식으로 토사유출이 진행중이며, 급경사 계류하부에 집수정이 깊게 시설되어 있어 신설도로로의 월류가 우려됨.",2025-12-29
경상북도,문경시,농암면,연천리,산116임,36,36,38.851,127,59,51.736,사유림,"계류의 종단물매가 매우 급하고, 일부구간 계상에 자갈, 돌 등의 퇴적물이 존재하며, 일부구간 계안에 침식으로 인한 토사유출이 진행중이며, 계상이 경작지 보다 높은 곳이 존재하여 월류가능성이 있음.",2025-12-29
경상북도,문경시,농암면,연천리,산32임,36,37,26.483,127,59,9.457,사유림,"계류의 종단물매가 매우 급하고, 일부구간 계상 퇴적으로 인해 계류의 형태가 희미해 월류가능 구간이 존재하며, 계상에 전석이 다수 퇴적되어 집중호우시 하부 인가의 피해가 우려됨.",2025-12-29
경상북도,문경시,농암면,연천리,산78임,36,37,24.45,127,59,49.071,사유림,"계류의 종단물매가 매우 급하고, 계류내 수목의 전도가 다수 관찰되고, 일부구간 침식으로 인한 토사유출이 진행중임.",2025-12-29
경상북도,문경시,농암면,화산리,산59임,36,34,59.976,127,57,53.236,사유림,"계류의 종단물매가 급하고, 계안의 침식지가 관찰되고, 이로 인한 수목의 뿌리노출이 관찰되며, 조사구간 전구간에 걸쳐 다량의 전석이 존재하여 집중호우시 하부의 피해가 우려됨.",2025-12-29
경상북도,문경시,농암면,화산리,932구,36,34,53.708,127,58,32.448,사유림,"계류의 유역규모가 상당히 크고, 종단물매가 비교적 급하며, 계상에 다량의 전석 등의 퇴적물이 존재하여 집중호우시 하부의 피해가 우려됨.",2025-12-29
경상북도,문경시,농암면,내서리,산53-7임,36,33,18.459,127,58,15.759,사유림,"절취사면 내 기반암에서 이완암이 관찰되고, 절리방향이 사면하부 방향으로 매우불리함.",2025-12-29
경상북도,문경시,농암면,율수리,산38임,36,33,38.382,128,0,21.473,사유림,"계류내 수목의 전도가 다수 관찰되고, 일부구간 계안의 침식지가 관찰되며, 조사구간 상류 계상에 다수의 전석이 관찰되어 집중호우시 하부 인가의 피해가 우려됨.",2025-12-29
경상북도,문경시,농암면,갈동리,산108임,36,33,30.881,128,1,13.693,사유림,"계류의 유역규모가 비교적 크고, 계류내 다량의 전석이 존재하여 집중호우시 하부 인가의 피해가 우려됨.",2025-12-29
경상북도,문경시,농암면,지동리,산57-3임,36,34,5.737,128,2,47.224,사유림,"계류의 종단물매가 비교적 급하고, 계안의 침식으로 인한 토사유출이 상당히 진행중이며, 일부구간 수목의 전도가 관찰되어 집중호우시 하부 인가의 피해가 우려됨.",2025-12-29
경상북도,문경시,농암면,선곡리,582-8구,36,33,11.421,128,2,14.813,사유림,"계류내 수목의 전도가 관찰되고, 계상에 다량의 전석이 퇴적되어 집중호우시 하부 인가의 피해가 우려됨.",2025-12-29
경상북도,문경시,마성면,신현리,산87임,36,39,37.482,128,7,5.849,사유림,계류 내 전 구간에서 유동가능 전석이 관찰되고 상부에는 침식으로 인한 토사유실이 관찰되어 호우시 하부 피해 우려됨.,2025-12-29
경상북도,문경시,공평동,,산207임,36,36,22.436,128,9,32.582,사유림,"토심이 깊고, 사면 상부의 침식으로 인한 수목의 뿌리노출과 토사유출이 진행중임",2025-12-29
경상북도,문경시,공평동,,산218-3임,36,36,11.551,128,9,14.781,사유림,계류 내 침식 및 토사유실이 관찰되고 다수의 구간에서 유동가능 전석이 존재해 호우 시 하부 농장 피해 우려됨.,2025-12-29
경상북도,문경시,점촌동,,428-27전,36,35,57.974,128,11,35.802,사유림,"사면내 일부구간의 침식으로 인한 토사유출이 진행중이며, 이로 인해 인가 배후 콘크리트블럭의 붕괴가 관찰됨",2025-12-29
경상북도,문경시,영순면,달지리,산2-2임,36,33,58.147,128,17,39.527,사유림,"사면의 경사가 매우 급하고, 일부구간 암반균열로 인한 이완암이 관찰되어 낙석이 우려됨",2025-12-29
경상북도,문경시,산양면,봉정리,산78임,36,37,46.613,128,14,13.42,사유림,풍화암반 상부 수목이 존재하여 뿌리로 인한 낙석이 관찰되고 일부 수목의 전도가 관찰됨,2025-12-29
경상북도,문경시,산양면,봉정리,산79-3임,36,37,46.629,128,14,13.748,사유림,"사면 하부의 경사가 급하고, 일부구간 침식으로 인한 토사유출이 진행중임",2025-12-29
경상북도,문경시,산양면,봉정리,산82-3임,36,37,49.962,128,14,18.735,사유림,"인가와 사면이 인접하고 있으며, 토심이 깊으며, 사면내 일부구간의 침식으로 인한 토사유출이 진행중임",2025-12-29
경상북도,문경시,호계면,가도리,산56임,36,39,8.304,128,13,14.435,사유림,종단물매가 급하고 계폭이 좁으며 계류 내 토사유실 및 전도목이 다수 관찰되어 호우시 하부 인가 피해 우려됨.,2025-12-29
경상북도,문경시,호계면,부곡리,608임,36,41,23.756,128,11,32.738,사유림,"유역면적이 넓고 종단물매가 급하며, 계류 내 침식이 다수의 구간에서 관찰되고 지속적인 침식이 우려됨.",2025-12-29
경상북도,문경시,호계면,부곡리,642구,36,41,44.695,128,11,32.284,사유림,"토석류 피해 발생지로 유역면적이 넓고 종단물매가 급하며, 계류 내 다수의 구간에서 토사유실이 관찰되고 유동가능 전석이 산재해 있어 호우시 피해 우려됨.",2025-12-29
경상북도,문경시,산북면,대하리,503구,36,41,14.434,128,15,32.86,사유림,계류 내 사방사업이 시공중인 대상지로 산사태 취약지역으로 지정하여 추후 피해여부를 모니터링 하고자 함.,2025-12-29
경상북도,문경시,산북면,거산리,산4임,36,43,9.16,128,14,33.828,사유림,"계류가 불안정하고 황폐화 되어 있으며 일부 매몰된 곳이 존재하며, 다수의 구간에서 침식 및 유동가능 전석이 관찰되어 호우시 하부 피해 우려됨.",2025-12-29
경상북도,문경시,산북면,거산리,산10-1임,36,43,19.566,128,14,50.576,사유림,종단물매가 급하고 계류 내 토사유실 및 유동가능 전석이 다수의 구간에서 관찰되어 호우시 인접한 인가 피해 우려됨.,2025-12-29
경상북도,문경시,산북면,거산리,521구,36,44,7.581,128,14,27.035,사유림,유역면적이 넓고 계류 내 붕괴 및 토사유실이 진행중으로 호우시 하부 피해 우려됨.,2025-12-29
경상북도,문경시,산북면,전두리,59-1임,36,44,26.107,128,15,22.289,사유림,종단물매가 급하고 계류 내 토사유실 및 유동가능 전석이 다수 관찰되어 호우시 피해 우려됨.,2025-12-29
경상북도,문경시,산북면,월천리,673구,36,39,35.16,128,19,13.837,사유림,"다수의 구간에서 노출암이 관찰되고, 계류 내 토사유실 및 유동가능 전석이 관찰되어 호우시 하부 피해 우려됨.",2025-12-29
경상북도,문경시,동로면,인곡리,928구,36,42,41.61,128,18,7.433,사유림,유역면적이 넓고 계류 내 토사유실 및 유동가능 전석이 다수 관찰되어 호우시 하부 피해 우려됨.,2025-12-29
경상북도,문경시,동로면,수평리,874-6구,36,43,2.77,128,19,1.9,사유림,"종단물매가 급하며 계폭이 좁고, 계류 내 토사유실 및 유동가능 전석이 다수 관찰되어 호우시 피해 우려됨.",2025-12-29
경상북도,문경시,동로면,수평리,산27임,36,43,4.856,128,18,58.868,사유림,종단물매가 급하고 계류 내 토사 및 유동가능 전석이 관찰되어 호우시 하부 피해   우려됨.,2025-12-29
경상북도,문경시,동로면,간송리,1116-4구,36,44,31.27,128,18,54.54,사유림,계폭이 좁고 유수의 흐름이 원활하지 못하며 계상에 토사유실 및 유동가능 전석이  관찰되어 호우시 하부 피해 우려됨.,2025-12-29
경상북도,문경시,동로면,석항리,산122임,36,46,15.386,128,20,22.149,사유림,사면내 산사태 발생으로 인한 대규모 토사유출이 관찰됨,2025-12-29
경상북도,문경시,동로면,석항리,593임,36,47,20.838,128,20,24.003,사유림,계류 상부 급경사 사면의 붕괴로 인한 토사유출이 심각하게 진행중임,2025-12-29
경상북도,문경시,동로면,석항리,산22임,36,47,4.571,128,21,27.158,사유림,계류 내 복구사업이 시행중인 대상지로 산사태 취약지역으로 지정하여 추후 추가   피해 여부를 모니터링 하고자 함.,2025-12-29
경상북도,문경시,동로면,석항리,산19-1임,36,47,5.37,128,21,37.97,사유림,산사태 피해 발생지로 종단물매가 급하고 계류 내 토사유실 및 유동가능 전석이 다수 관찰되어 호우시 하부 피해 우려됨.,2025-12-29
경상북도,문경시,동로면,석항리,1329구,36,47,18.95,128,21,29.955,사유림,"유역면적이 넓고 계류 내 토석류의 유동흔적, 토사유실 및 전석이 관찰되어 호우시 하부 피해 우려됨.",2025-12-29
경상북도,문경시,동로면,석항리,산13-1임,36,47,15.017,128,21,31.515,사유림,"유역면적이 넓고 종단물매가 급하며, 계류 내 침식이 다수의 구간에서 관찰되고 유동가능 전석이 산재해 있어 호우시 하부 피해 우려됨.",2025-12-29
경상북도,문경시,동로면,노은리,산56임,36,45,51.531,128,18,21.535,사유림,"사면의 피복이 불량하고, 사면내 산사태 발생으로 인한 사방사업이 진행중에 있음",2025-12-29
경상북도,문경시,동로면,노은리,산57임,36,45,57.92,128,18,23.022,사유림,사면내 산사태 발생으로 인하여 하부에 누구침식이 발생함,2025-12-29
경상북도,문경시,동로면,노은리,산87-1임,36,46,19.814,128,18,11.261,사유림,계류 내 사방사업이 시공중인 대상지로 산사태 취약지역으로 지정하여 추후 피해여부를 모니터링 하고자 함.,2025-12-29
경상북도,문경시,동로면,적성리,산252임,36,46,38.594,128,17,3.561,사유림,계류 내 사방사업이 시공중인 대상지로 산사태 취약지역으로 지정하여 추후 피해여부를 모니터링 하고자 함.,2025-12-29
경상북도,문경시,동로면,적성리,산40임,36,46,55.287,128,19,44.439,사유림,종단물매가 급하며 계류의 통수능을 방해하는 요소가 존재하고 유동가능 전석이 산재해 있어 호우시 피해 우려됨.,2025-12-29
경상북도,문경시,동로면,명전리,산10임,36,50,56.358,128,16,50.659,사유림,사면상부 소규모 골의 침식으로 인한 인가로의 토사유출이 관찰됨,2025-12-29
경상북도,문경시,동로면,생달리,산59임,36,48,13.681,128,15,19.779,사유림,종단물매가 급하고 피해 발생으로 황폐화 되어 있으며 계상에 토사유실 및 유동가능 전석이 다수 관찰되어 호우시 추가 피해 우려됨.,2025-12-29
경상북도,문경시,문경읍,관음리,산111-1임,36,48,38.309,128,7,44.361,사유림,계류 내 토사유실 및 유동가능 전석이 산재해 있어 호우시 하부 피해 우려됨.,2025-12-29
경상북도,문경시,문경읍,팔영리,산204임,36,45,54.099,128,7,49.994,사유림,상부 농로 부근 사면의 붕괴로 인한 인가 피해발생,2025-12-29
경상북도,문경시,문경읍,팔영리,산27임,36,45,17.281,128,8,14.944,사유림,"종단물매가 급하고 상부에 전석이 다량 관찰되며, 주름관 매설 구간 상태가 불량하여 호우시 피해 우려됨.",2025-12-29
경상북도,문경시,문경읍,팔영리,산258임,36,44,59.971,128,8,4.931,사유림,"토심이 깊고, 사면내 누구침식으로 인한 토사유출이 상당히 진행중임",2025-12-29
경상북도,문경시,문경읍,상리,513구,36,44,49.879,128,6,13.544,사유림,종단물매가 급하고 계류 내 유동가능 전석이 산재해 있어 호우시 하부 피해 우려됨.,2025-12-29
경상북도,문경시,마성면,외어리,산167구,36,42,6.578,128,8,48.243,사유림,종단물매가 급하고 계상에 유동가능 전석이 전 구간에서 관찰되어 호우시 하부 피해 우려됨.,2025-12-29
경상북도,문경시,마성면,외어리,산94-1임,36,42,28.727,128,8,39.055,사유림,계류 내 침식 및 토사유실이 관찰되고 중간부이후 유동가능 전석이 다수 존재해 호우시 하부 피해 우려됨.,2025-12-29
경상북도,문경시,마성면,정리,405-1전,36,41,5.139,128,5,49.69,사유림,계폭이 좁고 수로가 설치되어 있으나 토심이 깊어 토사유실로 피해 우려됨.,2025-12-29
경상북도,문경시,가은읍,왕능리,산44-1임,36,38,39.067,128,3,36.003,사유림,일부구간 침식으로 인한 토사유출이 진행중임,2025-12-29
경상북도,문경시,가은읍,왕능리,574전,36,38,53.87,128,3,29.736,사유림,종단물매가 급하고 침식 및 토사유실이 관찰되고 계상에 유동가능 전석이 산재해   있어 호우시 피해 우려됨.,2025-12-29
경상북도,문경시,가은읍,원북리,산118구,36,41,11.235,128,1,23.189,사유림,"집수구역이 넓고 종단물매가 급하며, 전 구간에서 유동가능 전석이 관찰되어 호우시 하부 피해 우려됨.",2025-12-29
경상북도,문경시,가은읍,저음리,산66임,36,37,6.302,128,6,11.421,사유림,"토심이 깊고, 사면의 붕괴가 발생함.",2025-12-29
경상북도,문경시,가은읍,저음리,산49-1임,36,36,42.646,128,6,33.156,사유림,"사면 내 다수의 구간에서 표층유실, 침식, 붕괴 등으로 인한 토사유출이 상당히 진행중임",2025-12-29
경상북도,문경시,가은읍,갈전리,산45임,36,38,8.797,128,4,26.903,사유림,절토사면내 용출수로 인하여 사면의 표층유실 및 소규모붕괴지가 다수 관찰됨,2025-12-29
경상북도,문경시,가은읍,갈전리,산155임,36,38,8.132,128,4,0.591,사유림,급경사 계류로 계폭이 좁고 낮으며 계상에 유동가능 전석이 산재해 있어 호우시 하부 피해 우려됨.,2025-12-29
경상북도,문경시,가은읍,수예리,산195구,36,36,18.017,128,2,53.075,사유림,유역면적이 넓고 일부구간 침식 및 유동가능 전석이 중간부 이후로 다수 관찰되어  호우시 하부 피해 우려됨.,2025-12-29
경상북도,문경시,가은읍,수예리,산202구,36,36,3.572,128,3,2.079,사유림,유역면적이 넓고 토사유실 및 유동가능 전석이 다수의 구간에서 관찰되어 호우시   피해 우려됨.,2025-12-29
경상북도,문경시,가은읍,전곡리,산38-1임,36,36,41.297,128,0,53.025,사유림,"종단물매가 급하고, 계폭이 좁고 낮으며 계상에 유동가능 전석이 관찰되어 호우시   피해 우려됨.",2025-12-29
경상북도,문경시,농암면,화산리,911구,36,35,4.043,127,59,14.395,사유림,"계류 내 토사유실 및 유동가능 전석이 관찰되고, 물길 변경 구간이 관찰되며 일부   통수능을 방해하는 요소가 존재해 호우시 피해 우려됨.",2025-12-29
경상북도,문경시,농암면,율수리,산63임,36,34,1.528,128,0,15.525,사유림,"사면하부 기반암의 풍화가 발달해 있고, 일부구간 침식으로 인한 토사유출이 진행중임",2025-12-29
경상북도,문경시,농암면,율수리,산47임,36,33,21.824,128,0,16.617,사유림,유역면적이 넓고 경사도 완만하나 계상에 유동가능 전석이 다수 관찰되어 호우시   하부 피해 우려됨.,2025-12-29
경상북도,문경시,농암면,지동리,산63임,36,33,52.811,128,2,49.852,사유림,사면내 침식으로 인한 토사유출 흔적이 관찰되며 일부수목의 전도가 관찰됨,2025-12-29
경상북도,문경시,영순면,율곡리,산62-6임,36,32,20.499,128,13,15.287,사유림,"계류 내 월류로 인한 세굴이 관찰되고, 계상퇴적지가 존재하며, 토심이 깊어 호우 시 피해 우려됨.",2025-12-29
경상북도,문경시,우지동,,산7-6임,36,37,38.395,128,11,3.739,사유림,"사면내 다수의 전도목이 관찰되고, 토심이 깊고, 다발성 침석으로 토사유출이 진행중임",2025-12-29
경상북도,문경시,호계면,막곡리,산2임,36,38,9.37,128,12,24.028,사유림,"사면내 침식 및 붕괴로 인한 삿갓현상이 관찰되고, 토사유출이 심각하게 진행중이며, 수목의 뿌리가 노출되어 전도의 위험성이 존재함",2025-12-29
경상북도,문경시,호계면,지천리,산48임,36,40,2.568,128,14,29.396,사유림,"과거 토석류 피해이력이 있으며, 계류의 토심이 깊고 계류 내 대규모 침식 및 토사유실이 관찰되어 호우 시 하부 피해 우려됨.",2025-12-29
경상북도,문경시,호계면,선암리,산100임,36,41,47.001,128,12,25.764,사유림,"유역면적이 넓고, 토심이 깊은 계류로 종단 물매가 비교적 급하며, 계상에 유동가능 전석이 산재해 있어 호우 시 하부 피해 우려됨.",2025-12-29
경상북도,문경시,호계면,부곡리,642구,36,41,53.431,128,12,4.048,사유림,"대규모 유역으로 토심이 깊고, 종단 물매가 급하며, 계류 내 범람 및 물길이 불안정한 구간이 관찰되어 호우 시 피해 우려됨.",2025-12-29
경상북도,문경시,호계면,부곡리,산53임,36,41,50.859,128,11,26.254,사유림,"집수구역 상당구간이 벌채지이며, 계류의 토심이 깊고, 종단 물매가 급하며, 토석류 피해 발생 흔적이 관찰됨. 계류 내 침식 및 계상퇴적지가 관찰되고 물길 변경구간이 존재하며, 유출구와 인가가 인접해 있어 호우 시 피해 우려됨.",2025-12-29
경상북도,문경시,호계면,호계리,산119-1임,36,40,9.031,128,10,24.843,사유림,"유역면적이 매우 넓고 종단 물매가 급하며, 계류 내 다양한 입경의 토석들이 산재해 있고 물길이 불안정안 구간이 존재해 호우 시 피해 우려됨.",2025-12-29
경상북도,문경시,호계면,별암리,산6임,36,39,33.456,128,10,19.218,사유림,"유역면적이 넓고, 계류의 종단 물매가 매우 급하며, 계상에 다양한 입경의 석력이 산재해 있어 호우 시 유출구와 인접한 인가 피해 우려됨.",2025-12-29
경상북도,문경시,불정동,,산46임,36,37,49.647,128,8,21.84,사유림,"계류의 토심이 깊고 종단 물매가 급하며, 계류 내 돌골막이가 시설되어 있으나 일부 파손이 관찰되고 물길 변경 구간이 존재하며, 계안의 침식이 다수 관찰됨.",2025-12-29
경상북도,문경시,마성면,상내리,산22임,36,41,2.017,128,4,40.357,사유림,"유역면적이 넓고, 계류의 종단 물매가 급하며, 계상에 다량의 석력 파편과 전석이 존재함.",2025-12-29
경상북도,문경시,마성면,상내리,산190임,36,40,30.917,128,4,18.09,사유림,직하부에 인가가 위치해 있으며 계류 내 유동가능 전석이 존재해 호우 시 피해 우려됨.,2025-12-29
경상북도,문경시,마성면,상내리,산186임,36,40,31.212,128,3,38.414,사유림,"집수면적이 크고, 집수구역 대부분이 벌채지이며, 계류 내 다양한 입경의 석력이 상당량 존재함.",2025-12-29
경상북도,문경시,가은읍,상괴리,산72임,36,39,28.068,128,1,28.73,사유림,"계류의 토심이 깊고, 종단 물매가 매우 급하며, 시점부 벤치플륨관이 시설되어 있으나 중간부 이후로 토사유실이 상당하여 호우 시 하부 피해 우려됨.",2025-12-29
경상북도,문경시,가은읍,상괴리,산34임,4393994,26,15.887,14250057,9,13.856,사유림,"계류의 종단 물매가 급하고, 수목의 전도가 다수 관찰되며, 계상에 다량의 전석 등의 퇴적물이 존재함.",2025-12-29
경상북도,문경시,가은읍,원북리,산1-1임,36,41,58.474,128,0,26.426,사유림,"계류의 종단 물매가 급하고, 계류 내 돌, 전석 등의 퇴적물이 상당량 존재하며, 기반암의 풍화가 심하여 하부 유출이 우려됨.",2025-12-29
경상북도,문경시,가은읍,죽문리,산28-1임,36,38,54.164,128,0,5.912,사유림,"사면의 경사가 비교적 급하고, 사면의 높이가 높으며, 토심이 깊으며, 일부구간 사면내 유실과 뜬돌이 존재함",2025-12-29
경상북도,문경시,농암면,갈동리,산116임,36,33,9.33,128,1,4.31,사유림,"종단 경사는 완만하나, 유역면적이 넓고 토심이 깊으며, 일부구간 전석이 관찰되며, 일부구간 침식으로 인한 토사유출이 진행중임.",2025-12-29
경상북도,문경시,산양면,위만리,산1-1임,36,39,5.844,128,18,5.775,사유림,"계류의 종단 경사가 비교적 급하고, 계류 내 전 구간에 걸쳐 유동가능 전석이 산재해 있어 호우 시 하부 피해 우려됨.",2025-12-29
경상북도,문경시,산북면,가곡리,산26임,36,40,28.533,128,17,28.836,사유림,"계류의 종단 물매가 비교적 급하고 토심이 깊으며, 계류 내 산사태 발생으로 인한 대규모 침식지 및 토사유실이 상당하여 호우 시 하부 피해 우려됨.",2025-12-29
경상북도,문경시,산북면,종곡리,산10임,36,42,7.4123,128,15,51.63,사유림,"계류 내 물길이 불안정한 구간이 존재하고 황폐화되어 있으며, 계상에 유동가능 전석이 다수 관찰되어 호우 시 하부 피해 우려됨.",2025-12-29
경상북도,문경시,동로면,수평리,산42임,36,43,19.586,128,18,18.859,사유림,"사면의 침식으로 인한 토사유출과 전도 우렴목이 관찰되고, 일부구간 사면내 뜬돌이 관찰되어 낙석의 우려가 있음",2025-12-29
경상북도,문경시,동로면,간송리,산229임,36,44,21.738,128,18,32.59,사유림,"유역면적이 비교적 넓고, 계류 내 물길이 불안정한 곳이 존재하며, 황폐화되어 있음. 계상에 토사 퇴적 및 유동가능 전석이 다수의 구간에서 관찰되어 호우 시 하부 피해 우려됨.",2025-12-29
경상북도,문경시,동로면,인곡리,산63임,36,42,47.59,128,19,40.036,사유림,"유역면적이 비교적 넓고, 계상에 암괴 및 전석 등의 다량의 토석이 존재함.",2025-12-29
경상북도,문경시,동로면,적성리,산2임,36,45,59.681,128,19,14.569,사유림,"유역면적이 넓고, 계류의 종단 물매가 급하며, 조사구간 전구간에 걸쳐 계상에 다량의 돌, 전석 등의 퇴적물이 산재해 있음.",2025-12-29
경상북도,문경시,동로면,적성리,산136임,36,46,33.784,128,18,33.811,사유림,"유역면적은 소규모이나, 직하부에 인가가 존재하고, 계류의 토심이 깊고, 계류 내 다발성 침식으로 인한 토사유출이 상당히 진행중임.",2025-12-29
경상북도,문경시,산북면,가좌리,455-3구,36,46,32.62,128,14,58.812,사유림,"대규모 유역으로 계류 내 돌쌓기 시설이 되어 있으나 상태가 불량하며, 계상에 유동가능 전석이 상당량 관찰됨.",2025-12-29
경상북도,문경시,산북면,호암리,산59-1임,36,45,34.92,128,14,20.565,사유림,"계류의 종단 경사가 급하고, 계류 내 퇴적 및 유동가능 전석이 다량 관찰되며, 일부구간 계안의 침식으로 인한 토사유출이 진행중임.",2025-12-29
경상북도,문경시,산북면,석봉리,산73임,36,43,50.516,128,11,18.965,사유림,"계류의 경사가 급하고, 계류 내 침식으로 인한 토사유실 및 유동가능 전석이 관찰되어 호우 시 하부 피해 우려됨.",2025-12-29
경상북도,문경시,산북면,석봉리,산65-1임,36,43,49.918,128,11,26.765,사유림,"집수구역 내 벌채지가 존재하고, 유역면적이 넓고 계류의 총길이가 길며, 계류 내 물길 변경 구간과 계안 침식 및 계상에 다량의 전석 등의 석력이 관찰됨.",2025-12-29
경상북도,문경시,산북면,석봉리,산51임,36,43,48.753,128,11,49.737,사유림,"유역면적이 넓고, 계류의 총길이가 길며, 계상에 암괴 및 다양한 입경의 석력이 상당량 관찰됨.",2025-12-29
경상북도,문경시,산북면,석봉리,산107임,36,43,18.036,128,11,59.615,사유림,"계류의 토심이 깊고, 종단물매가 급하며, 임도 성토사면의 유실로 인한 토사가 계상에 퇴적되어 있음.",2025-12-29
경상북도,문경시,산북면,석봉리,산34-2임,36,43,39.107,128,12,27.212,사유림,"유역면적이 크고, 계류의 종단 물매가 매우 급하고, 조사구간 전 구간에 걸쳐 상당량의 전석이 계상에 퇴적되어 있음.",2025-12-29
